Бүртгэлийн дугаар,Худалдааны нэр,Олон улсын нэршилТун хэмжээNo,Эмийн хэлбэр ,Олгох нөхцөл,Үйлдвэрлэгчийн нэр,Улс,Хүчинтэй хугацаа,Бүртгүүлсэн байгууллага,Бүртгэлийн дугаар.1,Баркод,Баркод.1,,
FT20150928RO05114,Нео-Миксагрип,Парацетамол + Дексхлорфенирамин + Фенилэфрин,500мг+2мг+10мг,100,"капсул, бүрхүүлтэй",Жоргүй,PT. Dankos Farma,Индонез,2023.09.28,Монфа трейд ХХК,8995858210355,,
FT20150928BP05115,Копидрел,Клопидогрел,75мг,30,бүрхүүлтэй шахмал,Жороор,PT. Pertiwi Agung,Индонез,2023.09.25,Монфа трейд ХХК,8994757000388,,
FT20151104AO05214,Магне В6,Магни + Пиридоксин,470мг+5мг,60,бүрхүүлтэй шахмал,Жоргүй,"Chinion Pharmaceutical and Chemical Works Private Co.,Ltd",Унгар,2023.11.04,Моносфарм Трейд ХХК,3582910094975,,
F20151104NP05234,Матевер,Леветирацетам,250мг,30,бүрхүүлтэй шахмал,Жороор,Pharmathen S.A,Грек,2020.11.04,Медиал Ди энд Пи ТГ,5206901004108,,
F20151104NP05235,Матевер,Леветирацетам,500мг,30,бүрхүүлтэй шахмал,Жороор,Pharmathen S.A,Грек,2020.11.04,Медиал Ди энд Пи ТГ,5206901004115,,
F20151104NP05236,Матевер,Леветирацетам,750мг,30,бүрхүүлтэй шахмал,Жороор,Pharmathen S.A,Грек,2020.11.04,Медиал Ди энд Пи ТГ,5206901004290,,
FT20150928VP05122,Памирей 370,Йопамидол,50мл,1,тарилгын уусмал,Жороор,"Dongkook pharmaceutical Co.,Ltd",БНСУ,2023.09.28,Энкорверитас ХХК,8806534010728,,
FT20151104NP05239,Тайлол колд,Парацетамол + Дексхлорфенирамин + Декстрометорфан + Псевдоэфедрин,100мл,1,сироп,Жороор,Nobel Ilac Sanayii Ve Ticaret A.S,Турк,2025.11.04,Монголэмимпекс ХХК,8699540570801,,
F20151104RP05219,Ларжин,Цетиризин,10мг,100,шахмал,Жороор,Alchemy Medicine PVT.LTD,БНЭУ,2020.11.04,Монголэмимпекс ХХК, ,,
F20151104JP05218,Менем 1000,Меропенем,1000мг,1,тарилгын нунтаг,Жороор,Alchemy Medicine PVT.LTD,БНЭУ,2020.11.04,Энто ХХК,8908004566480,,
F20151104JP05217,Менем 500,Меропенем,500мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Alchemy Medicine PVT.LTD,БНЭУ,2020.11.04,Энто ХХК,8908004566633,,
FT20151104FP05210,"Нако-НО.5 /Nako-NO.5 injection ""N.K.""/", ,500мл,1,тарилгын шингэн,Жороор,Nang Kuang Pharmaceutical,Тайвань,2023.11.04,Түвшин-Энэрэл ХХК,4715718249059,,
FT20151104FP05209,"Нако-НО.2 /Nako-NO.2 injection ""N.K.""/", ,500мл,1,тарилгын шингэн,Жороор,Nang Kuang Pharmaceutical,Тайвань,2023.11.04,Түвшин-Энэрэл ХХК,4715718250031,,
FT20151104MP05208,Вольтарен,Диклофенак,75мг-3мл,5,тарилгын уусмал,Жороор,"Lek Pharmaceuticals d.d,",Словени,2023.11.04,Монголэмимпекс ХХК,7612797320051,,
FT20151104LP05206,Беллокса,Оксалиплатин,50мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Chong Kun Dang Pharmaceutical Corp,БНСУ,2023.11.04,Монголэмимпекс ХХК, ,,
FT20151104LP05207,Беллокса,Оксалиплатин,100мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Chong Kun Dang Pharmaceutical Corp,БНСУ,2023.11.04,Монголэмимпекс ХХК, ,,
F20151104NP05237,Озапекс,Оланзапин,5мг,28,аманд задрах шахмал,Жороор,Pharmathen S.A,Грек,2020.11.04,Медиал Ди энд Пи ТГ,5206901004252,,
F20151104NP05238,Озапекс,Оланзапин,10мг,28,аманд задрах шахмал,Жороор,Pharmathen S.A,Грек,2020.11.04,Медиал Ди энд Пи ТГ,5206901004269,,
F20150928JP05132,Цефотаксим натри,Цефотаксим,1г,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Shanxi Zhongbaoshuguang Pharmaceutical Co.,Ltd",БНХАУ,2020.09.28,Азифарма ХХК, ,,
F20150928JP05133,Цефтриаксон,Цефтриаксон,1г,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Shanxi Zhongbaoshuguang Pharmaceutical Co.,Ltd",БНХАУ,2020.09.28,Азифарма ХХК, ,,
F20150928JP05134,Цефтазидим,Цефтазидим,1г,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Shanxi Zhongbaoshuguang Pharmaceutical Co.,Ltd",БНХАУ,2020.09.28,Азифарма ХХК, ,,
F20150928JP05135,Золинфин,Цефазолин,1г,50,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Shandong Lukang Pharmaceutical Co.,Ltd",БНХАУ,2020.09.28,Азифарма ХХК,6903447600427,,
F20150928JP05136,Амфин,Ампициллин,1г,50,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Shandong Lukang Pharmaceutical Co.,Ltd",БНХАУ,2020.09.28,Азифарма ХХК,6903447600014,,
F20150825JP05020,Доксициклин Штада,Доксициклин,200мг,10,шахмал,Жороор,Rottendorf Pharma GMBH,Герман,2020.08.25,Омбол ХХК,4011548010099,,
F20151211JP05268,Майхеп,Софосбувир,400мг,28,шахмал,Жороор,Mylan Laboratories Limited,БНЭУ,2020.12.11,Монголэмимпекс ХХК,8904093815973,,
L20151104AP05249,Метоклопрамид,Метоклопрамид,0.5%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.11.04,Айвико ХХК,8656020738748,,
L20151104RP05250,Амброксол,Амброксол,15мг-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2020.11.04,Айвико ХХК,8656020738755,,
FT20151104JP05201,Кмоксилин,Амоксициллин + Клавуланы хүчил,375мг,100,шахмал,Жороор,Chong Kun Dang Pharmaceutical Corp,БНСУ,2023.11.04,Азифарма ХХК,8806433035822,,
F20150825JP05018,ВДМ КИТ,Флуконазол + Азитромицин + Секнидазол,150мг+1г+1г,1,шахмал,Жороор,Coral Laboratories Ltd.,БНЭУ,2025.08.25,Нью Ремеди ХХК,8904151811534,,
F20150825SP05016,Дексакорал-Н,Неомицин + Дексаметазон,5мл,1,нүд/чихний дусаалга,Жороор,Coral Laboratories Ltd.,БНЭУ,2025.08.25,Нью Ремеди ХХК,8904151830535,,
F20150623AP04830,Изивит-В,Витамин В комплекс,2мл,10,тарилгын уусмал,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.06.23,Их Төгөл ХХК,8908003345185,,
F20150520HP04681,Декса-БКРС,Дексаметазон,4мг/мл,10,тарилгын уусмал,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.05.20,Их Төгөл ХХК,8908003345888,,
F20150520JP04682,Эритро-БКРС,Эритромицин,500мг,10,шахмал,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.05.20,Их Төгөл ХХК,8908003345307,,
F20150623JP04828,Амокси-БКРС,Амоксициллин,500мг,10,капсул,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.06.23,Их Төгөл ХХК,8908003345857,,
F20150430JP04642,Офло-БКРС,Офлоксацин,200мг-100мл,1,тарилгын шингэн,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.04.30,Их Төгөл ХХК,8908003345635,,
F20150430JP04641,Ципро-БКРС,Ципрофлоксацин,500мг,10,шахмал,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.04.30,Их Төгөл ХХК,8908003345048,,
F20150520AP04683,Рпомез,Омепразол,20мг,30,капсул,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.05.20,Их Төгөл ХХК,8908003345154,,
L20150520TO04753,Оломсэ-25,Уламжлалт эм,0.2г,50,үрэл,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087831,,
L20150520TO04753,Оломсэ-25,Уламжлалт эм,1кг,1,үрэл,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087817,,
L20151211NP05281,Трамадол,Трамадолын гидрохлорид,2.5%-2мл, ,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2021.12.11,Айвико ХХК,8656020738946,,
F20151104JP05222,Солонекс,Изониазид,100мг,100,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05223,Макокс 150,Рифампицин,150мг,100,капсул,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05224,Экокс 100,Этамбутол,100мг,140,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05225,Экокс 400,Этамбутол,400мг,672,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05226,РЭйч ком /RH COM/,Рифампицин + Изониазид,150мг+75мг,672,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05227,РЭйч кид /RH KID/,Рифампицин + изониазид,60мг+30мг,84,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05228,РЭйч кид плас /RH KID PLUS/,Рифампицин + изониазид,60мг+60мг,84,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05229,РЭйч кид зи /RHZ KID/,Рифампицин + изониазид,60мг+30мг+150мг,84,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК, ,,
F20151104JP05231,Форекокс трак,Рифампицин + Изониазид + Пиразинамид + Этамбутол,150мг+75мг+400мг+275мг,672,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК,8901463129975,,
F20151104JP05230,Макокс Е,Рифампицин + Изониазид + Этамбутол,150мг/75мг/275мг,672,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2020.11.04,Азифарма ХХК,8901463129982,,
L20150520TO04749,Оломсэ-25,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087794,,
L20150520TO04750,Хурц-6,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087374,,
L20150520TO04758,Чацаргана-5,Уламжлалт эм,0.5кг,1,үрэл,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087619,,
L20150520TO04757,Дарлававжид-35,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087589,,
L20150520TO04755,Жүр-Үр-25,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087640,,
L20150520TO04752,Шингүн-5,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087732,,
L20150520TO04751,Шингүн-25,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087497,,
L20150520TO04766,Удвал-25,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087671,,
L20150520TO04765,Гишүүнэ-15,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087763,,
L20150520TO04764,Сампилноров,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087435,,
L20150520TO04761,Гишүүнэ-5,Уламжлалт эм,0.5кг,9,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087251,,
L20150520TO04760,Барагшун-13,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087527,,
L20150520TO04763,Сорогзинноров,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087466,,
L20150520TO04762,Бираг-5,Уламжлалт эм,0.5кг,1,тан эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087701,,
L20150325TO04566,Сүгмэл-3,Уламжлалт эм,1г,9,тан эм,Жоргүй,"Уламжлалт анагаах ухаан, технологийн хүрээлэн",Монгол,2020.03.25,"Уламжлалт анагаах ухаан, технологийн хүрээлэн",8656020908295,,
L20150325TO04563,Юнаа-4,Уламжлалт эм,1г,9,тан эм,Жоргүй,УАШУТҮК-ийн эмийн үйлдвэр,Монгол,2020.03.25,"Уламжлалт анагаах ухаан, технологийн хүрээлэн /Үйлдвэр/", ,,
L20150325TO04564,Сороол-4,Уламжлалт эм,1г,9,тан эм,Жоргүй,УАШУТҮК-ийн эмийн үйлдвэр,Монгол,2020.03.25,"Уламжлалт анагаах ухаан, технологийн хүрээлэн /Үйлдвэр/", ,,
L20150325TO04565,Гишүүнэ-3,Уламжлалт эм,1г,9,тан эм,Жоргүй,УАШУТҮК-ийн эмийн үйлдвэр,Монгол,2020.03.25,"Уламжлалт анагаах ухаан, технологийн хүрээлэн /Үйлдвэр/",8656020908233,,
L20150325TO04511,Ман гаа,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04512,Царвон 5,Уламжлалт эм,0.8г,9,тунлагдсан нунтаг,Жороор,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04513,Зандан-3,Уламжлалт эм,0.8г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04514,Бивлэн-5,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04515,Ножид-6,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
L20150325TO04516,Үсү-3,Уламжлалт эм,0.7г,9,тунлагдсан нунтаг,Жоргүй,Монг-Эм ХХК,Монгол,2020.03.25,Монг-Эм ХХК, ,,
